action,month,day,hour,count,sum,avg,std,step
TRANSFER,1,13,5,8,44755711.54,5594463.94,1435133.42,1037
CASH_OUT,1,13,5,8,44755711.54,5594463.94,1435133.42,1037
TRANSFER,1,13,6,12,61576705.53,5131392.13,1032217.22,1038
CASH_OUT,1,13,6,11,61576655.53,5597877.78,1000988.45,1038
TRANSFER,1,13,7,12,58654146.59,4887845.55,1100210.98,1039
CASH_OUT,1,13,7,12,58654146.59,4887845.55,1100210.98,1039
TRANSFER,1,13,8,5,21037844.81,4207568.96,497271.10,1040
CASH_OUT,1,13,8,5,21037844.81,4207568.96,497271.10,1040
TRANSFER,1,13,9,6,31547347.79,5257891.30,998364.14,1041
CASH_OUT,1,13,9,6,31547347.79,5257891.30,998364.14,1041
TRANSFER,1,13,10,5,26953998.54,5390799.71,1044881.40,1042
CASH_OUT,1,13,10,5,26953998.54,5390799.71,1044881.40,1042
TRANSFER,1,13,11,7,24906202.64,3558028.95,463532.77,1043
CASH_OUT,1,13,11,7,24906202.64,3558028.95,463532.77,1043
TRANSFER,1,13,12,3,9429222.88,3143074.29,512008.84,1044
CASH_OUT,1,13,12,3,9429222.88,3143074.29,512008.84,1044
TRANSFER,1,13,13,14,55878877.86,3991348.42,495966.50,1045
CASH_OUT,1,13,13,14,55878877.86,3991348.42,495966.50,1045
TRANSFER,1,13,14,6,20053137.46,3342189.58,625585.58,1046
CASH_OUT,1,13,14,6,20053137.46,3342189.58,625585.58,1046
TRANSFER,1,13,15,16,81998980.34,5124936.27,601434.48,1047
CASH_OUT,1,13,15,16,81998980.34,5124936.27,601434.48,1047
TRANSFER,1,13,16,8,40019356.93,5002419.62,978427.68,1048
CASH_OUT,1,13,16,8,40019356.93,5002419.62,978427.68,1048
TRANSFER,1,13,17,12,55786798.77,4648899.90,827215.25,1049
CASH_OUT,1,13,17,12,55786798.77,4648899.90,827215.25,1049
TRANSFER,1,13,18,7,26813996.81,3830570.97,565611.10,1050
CASH_OUT,1,13,18,7,26813996.81,3830570.97,565611.10,1050
TRANSFER,1,13,19,12,53233353.09,4436112.76,487287.03,1051
CASH_OUT,1,13,19,12,53233353.09,4436112.76,487287.03,1051
TRANSFER,1,13,20,11,45110506.30,4100955.12,748513.36,1052
CASH_OUT,1,13,20,11,45110506.30,4100955.12,748513.36,1052
TRANSFER,1,13,21,14,62812003.74,4486571.70,760426.96,1053
CASH_OUT,1,13,21,14,62812003.74,4486571.70,760426.96,1053
TRANSFER,1,13,22,10,52041789.55,5204178.96,1160829.65,1054
CASH_OUT,1,13,22,10,52041789.55,5204178.96,1160829.65,1054
TRANSFER,1,13,23,10,38551908.03,3855190.80,660025.59,1055
CASH_OUT,1,13,23,10,38551908.03,3855190.80,660025.59,1055
TRANSFER,1,14,0,13,45448520.71,3496040.05,521483.76,1056
CASH_OUT,1,14,0,12,45448510.71,3787375.89,462827.99,1056
TRANSFER,1,14,1,8,30520303.25,3815037.91,1098750.77,1057
CASH_OUT,1,14,1,8,30520303.25,3815037.91,1098750.77,1057
TRANSFER,1,14,2,11,61760447.09,5614586.10,1011934.52,1058
CASH_OUT,1,14,2,11,61760447.09,5614586.10,1011934.52,1058
TRANSFER,1,14,3,11,44537997.08,4048908.83,746392.76,1059
CASH_OUT,1,14,3,11,44537997.08,4048908.83,746392.76,1059
TRANSFER,1,14,4,9,40790013.04,4532223.67,816181.57,1060
CASH_OUT,1,14,4,9,40790013.04,4532223.67,816181.57,1060
TRANSFER,1,14,5,5,22301655.60,4460331.12,1461883.09,1061
CASH_OUT,1,14,5,5,22301655.60,4460331.12,1461883.09,1061
TRANSFER,1,14,6,6,19693271.11,3282211.85,1218962.68,1062
CASH_OUT,1,14,6,6,19693271.11,3282211.85,1218962.68,1062
TRANSFER,1,14,7,4,14098549.53,3524637.38,1039967.04,1063
CASH_OUT,1,14,7,4,14098549.53,3524637.38,1039967.04,1063
TRANSFER,1,14,8,9,62558108.65,6950900.96,1334249.43,1064
CASH_OUT,1,14,8,9,62558108.65,6950900.96,1334249.43,1064
TRANSFER,1,14,9,9,30998342.80,3444260.31,666568.99,1065
CASH_OUT,1,14,9,9,30998342.80,3444260.31,666568.99,1065
TRANSFER,1,14,10,6,23115854.40,3852642.40,1173094.05,1066
CASH_OUT,1,14,10,6,23115854.40,3852642.40,1173094.05,1066
TRANSFER,1,14,11,9,50812453.88,5645828.21,910767.14,1067
CASH_OUT,1,14,11,9,50812453.88,5645828.21,910767.14,1067
TRANSFER,1,14,12,10,45960240.96,4596024.10,434762.98,1068
CASH_OUT,1,14,12,10,45960240.96,4596024.10,434762.98,1068
TRANSFER,1,14,13,8,29790981.27,3723872.66,268319.89,1069
CASH_OUT,1,14,13,8,29790981.27,3723872.66,268319.89,1069
TRANSFER,1,14,14,11,61721023.55,5611002.14,814946.27,1070
CASH_OUT,1,14,14,11,61721023.55,5611002.14,814946.27,1070
TRANSFER,1,14,15,6,37261435.08,6210239.18,1236551.76,1071
CASH_OUT,1,14,15,6,37261435.08,6210239.18,1236551.76,1071
TRANSFER,1,14,16,5,21601132.98,4320226.60,1019423.82,1072
CASH_OUT,1,14,16,5,21601132.98,4320226.60,1019423.82,1072
TRANSFER,1,14,17,8,46724158.79,5840519.85,1476953.86,1073
CASH_OUT,1,14,17,8,46724158.79,5840519.85,1476953.86,1073
TRANSFER,1,14,18,11,42329521.86,3848138.35,572147.20,1074
CASH_OUT,1,14,18,11,42329521.86,3848138.35,572147.20,1074
TRANSFER,1,14,19,8,41944178.84,5243022.36,951453.03,1075
CASH_OUT,1,14,19,8,41944178.84,5243022.36,951453.03,1075
TRANSFER,1,14,20,5,25507958.07,5101591.61,1522206.64,1076
CASH_OUT,1,14,20,5,25507958.07,5101591.61,1522206.64,1076
TRANSFER,1,14,21,12,65935174.63,5494597.89,808615.39,1077
CASH_OUT,1,14,21,12,65935174.63,5494597.89,808615.39,1077
TRANSFER,1,14,22,9,36613876.85,4068208.54,898064.04,1078
CASH_OUT,1,14,22,9,36613876.85,4068208.54,898064.04,1078
TRANSFER,1,14,23,9,47425869.77,5269541.09,1096036.48,1079
CASH_OUT,1,14,23,9,47425869.77,5269541.09,1096036.48,1079
TRANSFER,1,15,0,11,35095214.46,3190474.04,574978.30,1080
CASH_OUT,1,15,0,11,35095214.46,3190474.04,574978.30,1080
TRANSFER,1,15,1,8,25345915.99,3168239.50,676915.16,1081
CASH_OUT,1,15,1,7,25345905.99,3620843.71,552289.69,1081
TRANSFER,1,15,2,9,37170372.69,4130041.41,858094.02,1082
CASH_OUT,1,15,2,9,37170372.69,4130041.41,858094.02,1082
TRANSFER,1,15,3,6,24376105.18,4062684.20,1045763.78,1083
CASH_OUT,1,15,3,6,24376105.18,4062684.20,1045763.78,1083
TRANSFER,1,15,4,8,39728328.53,4966041.07,1096545.78,1084
CASH_OUT,1,15,4,8,39728328.53,4966041.07,1096545.78,1084
TRANSFER,1,15,5,3,16768980.38,5589660.13,1896150.00,1085
CASH_OUT,1,15,5,3,16768980.38,5589660.13,1896150.00,1085
TRANSFER,1,15,6,8,28501323.95,3562665.49,543143.78,1086
CASH_OUT,1,15,6,8,28501323.95,3562665.49,543143.78,1086
TRANSFER,1,15,7,9,34978462.20,3886495.80,646512.51,1087
CASH_OUT,1,15,7,9,34978462.20,3886495.80,646512.51,1087
TRANSFER,1,15,8,15,76900745.75,5126716.38,514071.45,1088
CASH_OUT,1,15,8,15,76900745.75,5126716.38,514071.45,1088
TRANSFER,1,15,9,4,14863977.79,3715994.45,1083133.59,1089
CASH_OUT,1,15,9,4,14863977.79,3715994.45,1083133.59,1089
TRANSFER,1,15,10,8,45299805.74,5662475.72,1039631.85,1090
CASH_OUT,1,15,10,8,45299805.74,5662475.72,1039631.85,1090
TRANSFER,1,15,11,6,27887522.78,4647920.46,968964.99,1091
CASH_OUT,1,15,11,6,27887522.78,4647920.46,968964.99,1091
TRANSFER,1,15,12,3,14742749.53,4914249.84,1321243.24,1092
CASH_OUT,1,15,12,3,14742749.53,4914249.84,1321243.24,1092
TRANSFER,1,15,13,6,21074818.96,3512469.83,844900.24,1093
CASH_OUT,1,15,13,6,21074818.96,3512469.83,844900.24,1093
TRANSFER,1,15,14,7,17386000.94,2483714.42,470951.64,1094
CASH_OUT,1,15,14,7,17386000.94,2483714.42,470951.64,1094
TRANSFER,1,15,15,9,32228967.54,3580996.39,1088107.40,1095
CASH_OUT,1,15,15,8,32228917.54,4028614.69,1118932.61,1095
TRANSFER,1,15,16,9,30098995.29,3344332.81,1009100.62,1096
CASH_OUT,1,15,16,8,30099775.29,3762471.91,1035903.23,1096
TRANSFER,1,15,17,5,22024129.03,4404825.81,974494.76,1097
CASH_OUT,1,15,17,5,22024129.03,4404825.81,974494.76,1097
TRANSFER,1,15,18,7,32201591.74,4600227.39,798171.66,1098
CASH_OUT,1,15,18,7,32201591.74,4600227.39,798171.66,1098
TRANSFER,1,15,19,8,38501014.75,4812626.84,1280412.71,1099
CASH_OUT,1,15,19,8,38501014.75,4812626.84,1280412.71,1099
TRANSFER,1,15,20,10,59030189.82,5903018.98,1512479.85,1100
CASH_OUT,1,15,20,10,59030189.82,5903018.98,1512479.85,1100
TRANSFER,1,15,21,7,32339497.82,4619928.26,819970.31,1101
CASH_OUT,1,15,21,7,32339497.82,4619928.26,819970.31,1101
TRANSFER,1,15,22,7,28590891.55,4084413.08,416725.55,1102
CASH_OUT,1,15,22,7,28590891.55,4084413.08,416725.55,1102
TRANSFER,1,15,23,9,38052149.17,4228016.57,819277.48,1103
CASH_OUT,1,15,23,9,38052149.17,4228016.57,819277.48,1103
TRANSFER,1,16,0,14,62922837.03,4494488.36,754069.65,1104
CASH_OUT,1,16,0,13,62922817.03,4840216.69,718519.14,1104
TRANSFER,1,16,1,9,37779467.67,4197718.63,655399.25,1105
CASH_OUT,1,16,1,9,37779467.67,4197718.63,655399.25,1105
TRANSFER,1,16,2,3,6177773.52,2059257.84,1141318.65,1106
CASH_OUT,1,16,2,3,6177773.52,2059257.84,1141318.65,1106
TRANSFER,1,16,3,18,99016764.48,5500931.36,592978.08,1107
CASH_OUT,1,16,3,18,99016764.48,5500931.36,592978.08,1107
TRANSFER,1,16,4,7,25164752.53,3594964.65,419718.91,1108
CASH_OUT,1,16,4,7,25164752.53,3594964.65,419718.91,1108
TRANSFER,1,16,5,5,31007318.62,6201463.72,2140656.55,1109
CASH_OUT,1,16,5,5,31007318.62,6201463.72,2140656.55,1109
TRANSFER,1,16,6,10,51748106.48,5174810.65,1060117.90,1110
CASH_OUT,1,16,6,10,51748106.48,5174810.65,1060117.90,1110
TRANSFER,1,16,7,8,51647270.06,6455908.76,1431456.68,1111
CASH_OUT,1,16,7,8,51647270.06,6455908.76,1431456.68,1111
TRANSFER,1,16,8,6,26382787.91,4397131.32,899366.54,1112
CASH_OUT,1,16,8,6,26382787.91,4397131.32,899366.54,1112
TRANSFER,1,16,9,2,7295617.65,3647808.82,27794.65,1113
CASH_OUT,1,16,9,2,7295617.65,3647808.82,27794.65,1113
TRANSFER,1,16,10,6,26183349.87,4363891.64,1625191.19,1114
CASH_OUT,1,16,10,6,26183349.87,4363891.64,1625191.19,1114
TRANSFER,1,16,11,6,19589027.19,3264837.86,686063.86,1115
CASH_OUT,1,16,11,6,19589027.19,3264837.86,686063.86,1115
TRANSFER,1,16,12,14,87284639.90,6234617.14,770052.34,1116
CASH_OUT,1,16,12,14,87284639.90,6234617.14,770052.34,1116
TRANSFER,1,16,13,6,19918384.08,3319730.68,248140.20,1117
CASH_OUT,1,16,13,6,19918384.08,3319730.68,248140.20,1117
TRANSFER,1,16,14,7,41394346.69,5913478.10,911603.99,1118
CASH_OUT,1,16,14,7,41394346.69,5913478.10,911603.99,1118
TRANSFER,1,16,15,4,16163023.24,4040755.81,1295670.14,1119
CASH_OUT,1,16,15,4,16163023.24,4040755.81,1295670.14,1119
TRANSFER,1,16,16,7,36253297.94,5179042.56,1112745.48,1120
CASH_OUT,1,16,16,7,36253297.94,5179042.56,1112745.48,1120
TRANSFER,1,16,17,6,23094525.65,3849087.61,423476.07,1121
CASH_OUT,1,16,17,6,23094525.65,3849087.61,423476.07,1121
TRANSFER,1,16,18,11,47423491.81,4311226.53,712904.64,1122
CASH_OUT,1,16,18,11,47423491.81,4311226.53,712904.64,1122
TRANSFER,1,16,19,8,32155462.52,4019432.81,905306.71,1123
CASH_OUT,1,16,19,8,32155462.52,4019432.81,905306.71,1123
TRANSFER,1,16,20,11,75367643.60,6851603.96,941597.00,1124
CASH_OUT,1,16,20,11,75367643.60,6851603.96,941597.00,1124
TRANSFER,1,16,21,13,63427271.21,4879020.86,561398.96,1125
CASH_OUT,1,16,21,13,63427271.21,4879020.86,561398.96,1125
TRANSFER,1,16,22,8,39147990.07,4893498.76,929034.76,1126
CASH_OUT,1,16,22,8,39147990.07,4893498.76,929034.76,1126
TRANSFER,1,16,23,10,53777385.01,5377738.50,1245599.49,1127
CASH_OUT,1,16,23,10,53777385.01,5377738.50,1245599.49,1127
TRANSFER,1,17,0,7,32950394.77,4707199.25,1253483.37,1128
CASH_OUT,1,17,0,7,32950394.77,4707199.25,1253483.37,1128
TRANSFER,1,17,1,9,44120968.40,4902329.82,1085808.29,1129
CASH_OUT,1,17,1,8,44120948.40,5515118.55,994043.23,1129
TRANSFER,1,17,2,13,59952272.43,4611713.26,598002.93,1130
CASH_OUT,1,17,2,13,59952272.43,4611713.26,598002.93,1130
TRANSFER,1,17,3,5,14225106.79,2845021.36,960037.41,1131
CASH_OUT,1,17,3,5,14225106.79,2845021.36,960037.41,1131
TRANSFER,1,17,4,7,17186530.39,2455218.63,501277.70,1132
CASH_OUT,1,17,4,7,17186530.39,2455218.63,501277.70,1132
TRANSFER,1,17,5,8,45681637.63,5710204.70,1649855.16,1133
CASH_OUT,1,17,5,8,45681637.63,5710204.70,1649855.16,1133
TRANSFER,1,17,6,17,77252635.12,4544272.65,489833.97,1134
CASH_OUT,1,17,6,17,77252635.12,4544272.65,489833.97,1134
TRANSFER,1,17,7,7,22484945.10,3212135.01,734490.89,1135
CASH_OUT,1,17,7,7,22484945.10,3212135.01,734490.89,1135
TRANSFER,1,17,8,13,68900072.85,5300005.60,855246.60,1136
CASH_OUT,1,17,8,13,68900072.85,5300005.60,855246.60,1136
TRANSFER,1,17,9,9,28878007.06,3208667.45,554926.54,1137
CASH_OUT,1,17,9,9,28878007.06,3208667.45,554926.54,1137
TRANSFER,1,17,10,8,36073904.95,4509238.12,868491.22,1138
CASH_OUT,1,17,10,8,36073904.95,4509238.12,868491.22,1138
TRANSFER,1,17,11,10,63906546.34,6390654.63,1345147.09,1139
CASH_OUT,1,17,11,10,63906546.34,6390654.63,1345147.09,1139
TRANSFER,1,17,12,13,57623686.95,4432591.30,822207.25,1140
CASH_OUT,1,17,12,13,57623686.95,4432591.30,822207.25,1140
TRANSFER,1,17,13,2,5219203.20,2609601.60,1823396.31,1141
CASH_OUT,1,17,13,2,5219203.20,2609601.60,1823396.31,1141
TRANSFER,1,17,14,8,44271773.72,5533971.72,1316975.42,1142
CASH_OUT,1,17,14,8,44271773.72,5533971.72,1316975.42,1142
TRANSFER,1,17,15,7,26985325.68,3855046.53,676543.84,1143
CASH_OUT,1,17,15,7,26985325.68,3855046.53,676543.84,1143
TRANSFER,1,17,16,14,52353770.57,3739555.04,515443.48,1144
CASH_OUT,1,17,16,13,52353760.57,4027212.35,455219.35,1144
TRANSFER,1,17,17,13,69121170.07,5317013.08,947374.83,1145
CASH_OUT,1,17,17,13,69121170.07,5317013.08,947374.83,1145
TRANSFER,1,17,18,8,40013627.14,5001703.39,1220053.73,1146
CASH_OUT,1,17,18,8,40013627.14,5001703.39,1220053.73,1146
TRANSFER,1,17,19,11,48345482.35,4395043.85,534739.28,1147
CASH_OUT,1,17,19,11,48345482.35,4395043.85,534739.28,1147
TRANSFER,1,17,20,6,23431653.12,3905275.52,1444074.69,1148
CASH_OUT,1,17,20,6,23431653.12,3905275.52,1444074.69,1148
TRANSFER,1,17,21,10,74366496.50,7436649.65,1243048.06,1149
CASH_OUT,1,17,21,10,74366496.50,7436649.65,1243048.06,1149
TRANSFER,1,17,22,5,15760068.26,3152013.65,1103175.70,1150
CASH_OUT,1,17,22,5,15760068.26,3152013.65,1103175.70,1150
TRANSFER,1,17,23,9,40144588.65,4460509.85,869440.86,1151
CASH_OUT,1,17,23,9,40144588.65,4460509.85,869440.86,1151
TRANSFER,1,18,0,8,28241709.21,3530213.65,192985.75,1152
CASH_OUT,1,18,0,8,28241709.21,3530213.65,192985.75,1152
TRANSFER,1,18,1,6,22917189.39,3819531.56,709180.47,1153
CASH_OUT,1,18,1,6,22917189.39,3819531.56,709180.47,1153
TRANSFER,1,18,2,13,57656659.87,4435127.68,686951.04,1154
CASH_OUT,1,18,2,13,57656659.87,4435127.68,686951.04,1154
TRANSFER,1,18,3,6,29541349.35,4923558.22,1018370.69,1155
CASH_OUT,1,18,3,6,29541349.35,4923558.22,1018370.69,1155
TRANSFER,1,18,4,11,58413581.87,5310325.62,1131950.36,1156
CASH_OUT,1,18,4,11,58413581.87,5310325.62,1131950.36,1156
TRANSFER,1,18,5,8,27439913.65,3429989.21,594514.42,1157
CASH_OUT,1,18,5,8,27439913.65,3429989.21,594514.42,1157
TRANSFER,1,18,6,5,25382820.89,5076564.18,2127655.67,1158
CASH_OUT,1,18,6,5,25382820.89,5076564.18,2127655.67,1158
TRANSFER,1,18,7,7,27002823.25,3857546.18,922217.31,1159
CASH_OUT,1,18,7,7,27002823.25,3857546.18,922217.31,1159
TRANSFER,1,18,8,5,33894457.47,6778891.49,1836869.64,1160
CASH_OUT,1,18,8,5,33894457.47,6778891.49,1836869.64,1160
TRANSFER,1,18,9,14,74339406.44,5309957.60,784357.66,1161
CASH_OUT,1,18,9,14,74339406.44,5309957.60,784357.66,1161
TRANSFER,1,18,10,16,80816452.04,5051028.25,745021.54,1162
CASH_OUT,1,18,10,16,80816452.04,5051028.25,745021.54,1162
TRANSFER,1,18,11,17,62677538.65,3686914.04,540788.66,1163
CASH_OUT,1,18,11,17,62677538.65,3686914.04,540788.66,1163
TRANSFER,1,18,12,8,31248247.31,3906030.91,424776.45,1164
CASH_OUT,1,18,12,8,31248247.31,3906030.91,424776.45,1164
TRANSFER,1,18,13,9,45411138.95,5045682.11,1123582.19,1165
CASH_OUT,1,18,13,9,45411138.95,5045682.11,1123582.19,1165
TRANSFER,1,18,14,4,17847772.88,4461943.22,1805798.06,1166
CASH_OUT,1,18,14,4,17847772.88,4461943.22,1805798.06,1166
TRANSFER,1,18,15,6,33495234.32,5582539.05,1534866.05,1167
CASH_OUT,1,18,15,6,33495234.32,5582539.05,1534866.05,1167
TRANSFER,1,18,16,6,30571609.44,5095268.24,1436259.00,1168
CASH_OUT,1,18,16,6,30571609.44,5095268.24,1436259.00,1168
TRANSFER,1,18,17,7,24999509.85,3571358.55,818315.28,1169
CASH_OUT,1,18,17,7,24999509.85,3571358.55,818315.28,1169
TRANSFER,1,18,18,14,52790715.61,3770765.40,328000.39,1170
CASH_OUT,1,18,18,14,52790715.61,3770765.40,328000.39,1170
TRANSFER,1,18,19,7,26268263.84,3752609.12,767290.78,1171
CASH_OUT,1,18,19,7,26268263.84,3752609.12,767290.78,1171
TRANSFER,1,18,20,7,32919061.42,4702723.06,1169369.55,1172
CASH_OUT,1,18,20,7,32919061.42,4702723.06,1169369.55,1172
TRANSFER,1,18,21,5,29068170.31,5813634.06,1870268.86,1173
CASH_OUT,1,18,21,5,29068170.31,5813634.06,1870268.86,1173
TRANSFER,1,18,22,11,46049298.53,4186299.87,997635.10,1174
CASH_OUT,1,18,22,11,46049298.53,4186299.87,997635.10,1174
TRANSFER,1,18,23,10,43048867.24,4304886.72,566462.89,1175
CASH_OUT,1,18,23,10,43048867.24,4304886.72,566462.89,1175
TRANSFER,1,19,0,9,40978298.59,4553144.29,356647.88,1176
CASH_OUT,1,19,0,9,40978298.59,4553144.29,356647.88,1176
TRANSFER,1,19,1,9,35860568.20,3984507.58,1238536.31,1177
CASH_OUT,1,19,1,8,35860548.20,4482568.52,1280254.77,1177
TRANSFER,1,19,2,3,13685532.36,4561844.12,1029867.00,1178
CASH_OUT,1,19,2,3,13685532.36,4561844.12,1029867.00,1178
TRANSFER,1,19,3,11,46377249.53,4216113.59,983896.27,1179
CASH_OUT,1,19,3,11,46377249.53,4216113.59,983896.27,1179
TRANSFER,1,19,4,10,31940155.60,3194015.56,905088.78,1180
CASH_OUT,1,19,4,10,31940155.60,3194015.56,905088.78,1180
TRANSFER,1,19,5,10,50561319.79,5056131.98,865602.52,1181
CASH_OUT,1,19,5,10,50561319.79,5056131.98,865602.52,1181
TRANSFER,1,19,6,3,19258284.38,6419428.13,3624143.04,1182
CASH_OUT,1,19,6,3,19258284.38,6419428.13,3624143.04,1182
TRANSFER,1,19,7,9,43644365.78,4849373.98,1458179.45,1183
CASH_OUT,1,19,7,9,43644365.78,4849373.98,1458179.45,1183
TRANSFER,1,19,8,7,42152848.31,6021835.47,912823.00,1184
CASH_OUT,1,19,8,7,42152848.31,6021835.47,912823.00,1184
TRANSFER,1,19,9,7,28305405.40,4043629.34,382474.41,1185
CASH_OUT,1,19,9,7,28305405.40,4043629.34,382474.41,1185
TRANSFER,1,19,10,7,20699794.83,2957113.55,549862.36,1186
CASH_OUT,1,19,10,7,20699794.83,2957113.55,549862.36,1186
TRANSFER,1,19,11,18,77427761.92,4301542.33,630392.03,1187
CASH_OUT,1,19,11,17,77427741.92,4554573.05,609992.92,1187
TRANSFER,1,19,12,4,13915028.81,3478757.20,811857.76,1188
CASH_OUT,1,19,12,4,13915028.81,3478757.20,811857.76,1188
TRANSFER,1,19,13,11,43755097.86,3977736.17,606677.23,1189
CASH_OUT,1,19,13,11,43755097.86,3977736.17,606677.23,1189
TRANSFER,1,19,14,8,51262519.17,6407814.90,807539.20,1190
CASH_OUT,1,19,14,8,51262519.17,6407814.90,807539.20,1190
TRANSFER,1,19,15,6,27103248.69,4517208.11,870178.43,1191
CASH_OUT,1,19,15,6,27103248.69,4517208.11,870178.43,1191
TRANSFER,1,19,16,7,27313299.97,3901900.00,755802.48,1192
CASH_OUT,1,19,16,7,27313299.97,3901900.00,755802.48,1192
TRANSFER,1,19,17,6,25032494.30,4172082.38,873481.23,1193
CASH_OUT,1,19,17,6,25032494.30,4172082.38,873481.23,1193
TRANSFER,1,19,18,8,39574239.65,4946779.96,1154239.00,1194
CASH_OUT,1,19,18,8,39574239.65,4946779.96,1154239.00,1194
TRANSFER,1,19,19,5,13163500.95,2632700.19,1453529.98,1195
CASH_OUT,1,19,19,3,13163440.95,4387813.65,1635605.09,1195
TRANSFER,1,19,20,5,24022699.77,4804539.95,1264756.78,1196
CASH_OUT,1,19,20,5,24022699.77,4804539.95,1264756.78,1196
TRANSFER,1,19,21,13,61729412.27,4748416.33,871497.22,1197
CASH_OUT,1,19,21,13,61729412.27,4748416.33,871497.22,1197
TRANSFER,1,19,22,13,57989151.82,4460703.99,846412.89,1198
CASH_OUT,1,19,22,12,57989131.82,4832427.65,821246.21,1198
TRANSFER,1,19,23,10,53469357.14,5346935.71,876435.03,1199
CASH_OUT,1,19,23,10,53469357.14,5346935.71,876435.03,1199
TRANSFER,1,20,0,6,26404861.02,4400810.17,997988.36,1200
CASH_OUT,1,20,0,6,26404861.02,4400810.17,997988.36,1200
TRANSFER,1,20,1,9,49911353.34,5545705.93,1221353.29,1201
CASH_OUT,1,20,1,8,49911343.34,6238917.92,1114560.05,1201
TRANSFER,1,20,2,9,53249370.93,5916596.77,1119771.09,1202
CASH_OUT,1,20,2,9,53249370.93,5916596.77,1119771.09,1202
TRANSFER,1,20,3,10,46649637.86,4664963.79,849132.83,1203
CASH_OUT,1,20,3,10,46649637.86,4664963.79,849132.83,1203
TRANSFER,1,20,4,9,56650556.89,6294506.32,1657269.63,1204
CASH_OUT,1,20,4,9,56650556.89,6294506.32,1657269.63,1204
TRANSFER,1,20,5,3,10375575.20,3458525.07,1641391.45,1205
CASH_OUT,1,20,5,3,10375575.20,3458525.07,1641391.45,1205
TRANSFER,1,20,6,7,33404957.30,4772136.76,966315.76,1206
CASH_OUT,1,20,6,7,33404957.30,4772136.76,966315.76,1206
TRANSFER,1,20,7,6,16081863.57,2680310.59,637472.18,1207
CASH_OUT,1,20,7,5,16081843.57,3216368.71,310092.76,1207
TRANSFER,1,20,8,9,43277569.53,4808618.84,1204141.84,1208
CASH_OUT,1,20,8,9,43277569.53,4808618.84,1204141.84,1208
TRANSFER,1,20,9,9,47571865.58,5285762.84,1465218.24,1209
CASH_OUT,1,20,9,9,47571865.58,5285762.84,1465218.24,1209
TRANSFER,1,20,10,12,48479679.75,4039973.31,562979.37,1210
CASH_OUT,1,20,10,12,48479679.75,4039973.31,562979.37,1210
TRANSFER,1,20,11,8,35057930.53,4382241.32,978992.01,1211
CASH_OUT,1,20,11,8,35057930.53,4382241.32,978992.01,1211
TRANSFER,1,20,12,8,34646712.85,4330839.11,536299.50,1212
CASH_OUT,1,20,12,8,34646712.85,4330839.11,536299.50,1212
TRANSFER,1,20,13,6,19981876.27,3330312.71,420406.85,1213
CASH_OUT,1,20,13,6,19981876.27,3330312.71,420406.85,1213
TRANSFER,1,20,14,6,24993374.08,4165562.35,794792.74,1214
CASH_OUT,1,20,14,6,24993374.08,4165562.35,794792.74,1214
TRANSFER,1,20,15,4,16487499.55,4121874.89,1160117.37,1215
CASH_OUT,1,20,15,4,16487499.55,4121874.89,1160117.37,1215
TRANSFER,1,20,16,11,48972172.84,4452015.71,752880.76,1216
CASH_OUT,1,20,16,11,48972172.84,4452015.71,752880.76,1216
TRANSFER,1,20,17,8,40599102.16,5074887.77,962962.57,1217
CASH_OUT,1,20,17,8,40599102.16,5074887.77,962962.57,1217
TRANSFER,1,20,18,13,44977495.87,3459807.37,275306.07,1218
CASH_OUT,1,20,18,13,44977495.87,3459807.37,275306.07,1218
TRANSFER,1,20,19,6,25281575.23,4213595.87,478853.89,1219
CASH_OUT,1,20,19,6,25281575.23,4213595.87,478853.89,1219
TRANSFER,1,20,20,4,16247686.20,4061921.55,690247.75,1220
CASH_OUT,1,20,20,4,16247686.20,4061921.55,690247.75,1220
TRANSFER,1,20,21,12,52714309.23,4392859.10,719333.35,1221
CASH_OUT,1,20,21,12,52714309.23,4392859.10,719333.35,1221
TRANSFER,1,20,22,11,55781642.07,5071058.37,719079.85,1222
CASH_OUT,1,20,22,11,55781642.07,5071058.37,719079.85,1222
TRANSFER,1,20,23,3,7811810.78,2603936.93,1224409.95,1223
CASH_OUT,1,20,23,3,7811810.78,2603936.93,1224409.95,1223
TRANSFER,1,21,0,7,45071974.81,6438853.54,2017615.83,1224
CASH_OUT,1,21,0,7,45071974.81,6438853.54,2017615.83,1224
TRANSFER,1,21,1,7,31800962.33,4542994.62,627507.44,1225
CASH_OUT,1,21,1,7,31800962.33,4542994.62,627507.44,1225
TRANSFER,1,21,2,10,68540858.79,6854085.88,1366228.02,1226
CASH_OUT,1,21,2,10,68540858.79,6854085.88,1366228.02,1226
TRANSFER,1,21,3,14,58742710.08,4195907.86,516824.14,1227
CASH_OUT,1,21,3,14,58742710.08,4195907.86,516824.14,1227
TRANSFER,1,21,4,13,58976062.55,4536620.20,411504.18,1228
CASH_OUT,1,21,4,13,58976062.55,4536620.20,411504.18,1228
TRANSFER,1,21,5,7,33810140.64,4830020.09,1330123.49,1229
CASH_OUT,1,21,5,6,33810120.64,5635020.11,1207893.61,1229
TRANSFER,1,21,6,11,38706073.15,3518733.92,589969.30,1230
CASH_OUT,1,21,6,11,38706073.15,3518733.92,589969.30,1230
TRANSFER,1,21,7,7,43919204.37,6274172.05,2040828.48,1231
